CATEGORIES,LOCATION,UID,TRANSP,DTSTART,DTEND,CREATED,LAST-MODIFIED,SUMMARY,DESCRIPTION,COMMENT,XRDDATA,XRDREST,XRDSOURCEID,XRDDOKID,XRDDOKRELID,XRDDTSTARTSTATUS,XRDSOURCE,XRDRM,XRDSORT
"kammaren,arbetsplenum,Debatt och beslut,kamm",Kammaren,RDHDC120260603ap,TRANSPARENT,20260603T090000,20260603T100000,20260318T131231,20260318T131231,Debatt om förslag,"['', '\\n\\n2025/26:JuU33 Effektivare gränsöverskridande inhämtning av elektroniska bevis\\n\\n2025/26:JuU35 Tillfällig verkställighet av svenska fängelsestraff utomlands\\n\\n2025/26:JuU37 Bättre möjlighet att utreda brott av unga lagöverträdare och några andra processrättsliga frågor\\n\\n2025/26:FiU41 EU:s bankpaket\\n\\n2025/26:SfU36 Skärpta och tydligare krav på vandel för uppehållstillstånd\\n\\n2025/26:UbU23 Nya läroplaner – för en stark kunskapsskola\\n\\n2025/26:UbU24 Förbättrat stöd i skolan\\n\\n2025/26:MJU27 Stärkt kontroll av fusk i livsmedelskedjan\\n\\n']",,"dok_id{HD01JuU33,HD01JuU35,HD01JuU37,HD01FiU41,HD01SfU36,HD01UbU23,HD01UbU24,HD01MJU27};X-RD-TLISTA:;X-RD-FLISTA:",aktivitetlista/arbetsplenum/2026-06-03,b80bebca-453f-4377-9a9a-3462993fcdc2,HDC120260603ap,,,Safir,2025/26,09:00:00-0
"kammaren,interpellationsdebatt,Interpellationsdebatter,kamm",Kammaren,RDHDC120260602ip,TRANSPARENT,20260602T130000,20260602T140000,20260317T141728,20260317T141728,Interpellationsdebatter,"['', '']",,;X-RD-TLISTA:;X-RD-FLISTA:,aktivitetlista/interpellationsdebatt/2026-06-02,5ba4291c-f455-43de-90c1-e6f8a035abe3,HDC120260602ip,,,Safir,2025/26,13:00:00-0
"kammaren,arbetsplenum,Debatt och beslut,kamm",Kammaren,RDHDC120260601ap,TRANSPARENT,20260601T100000,20260601T110000,20260318T101001,20260318T101001,Debatt om förslag,"['', '\\n\\n2025/26:JuU38 Ett förstärkt samhällsskydd och tydligare reaktioner vid återfall i brott\\n\\n2025/26:JuU41 Skärpta regler för unga lagöverträdare\\n\\n2025/26:JuU42 Dubbla straff för brott i kriminella nätverk och skärpta straffskalor\\n\\n2025/26:UU19 Verksamheten i Nato 2025\\n\\n2025/26:CU38 Ersättningsregler med brottsoffret i fokus\\n\\n2025/26:FöU16 Ändrade regler om tillstånd och tillsyn för Totalförsvarets forskningsinstitut\\n\\n2025/26:FöU17 Sveriges militära stöd till Ukraina\\n\\n2025/26:FöU18 Signalspaning i försvarsunderrättelseverksamhet – en modern och ändamålsenlig lagstiftning\\n\\n2025/26:KrU9 Ny inriktning för arbetet med arkitektur\\, form och design\\n\\n']",,"dok_id{HD01JuU38,HD01JuU41,HD01JuU42,HD01UU19,HD01CU38,HD01FöU16,HD01FöU17,HD01FöU18,HD01KrU9};X-RD-TLISTA:;X-RD-FLISTA:",aktivitetlista/arbetsplenum/2026-06-01,715c31c0-1d23-48e2-b31b-20e4fb579027,HDC120260601ap,,,Safir,2025/26,10:00:00-0
"kammaren,arbetsplenum,Debatt och beslut,kamm",Kammaren,RDHDC120260530ap,TRANSPARENT,20260530T100000,20260530T110000,20260318T101001,20260318T101001,Debatt om förslag,"['', '']",,;X-RD-TLISTA:;X-RD-FLISTA:,aktivitetlista/arbetsplenum/2026-05-30,e1235356-5335-4707-8214-f8dadb7564a2,HDC120260530ap,,,Safir,2025/26,10:00:00-0
"kammaren,interpellationsdebatt,Interpellationsdebatter,kamm",Kammaren,RDHDC120260529ip,TRANSPARENT,20260529T090000,20260529T100000,20251105T155456,20251105T155456,Interpellationsdebatter,"['', '']",,;X-RD-TLISTA:;X-RD-FLISTA:,aktivitetlista/interpellationsdebatt/2026-05-29,ff816f1f-a578-4cfc-b284-131d16ce2485,HDC120260529ip,,,Safir,2025/26,09:00:00-0
"kammaren,votering,Debatt och beslut,kamm",Kammaren,RDHDC120260528vo,TRANSPARENT,20260528T152000,20260528T162000,20260312T140042,20260312T140042,Beslut,"['', '\\n2025/26:FöU15 Lagändringar för ett stärkt nationellt cybersäkerhetscenter\\n\\n2025/26:TU19 Lag om kollektivtrafikskydd\\n\\n2025/26:UU11 Organisationen för säkerhet och  samarbete i Europa (OSSE)\\n\\n2025/26:UU12 Europarådet\\n\\n2025/26:UbU19 Riksrevisionens rapport om utbildning på vetenskaplig grund – otillräckliga insatser för att stödja skolan med kunskap\\n']",,"dok_id{HD01FöU15,HD01TU19,HD01UU11,HD01UU12,HD01UbU19};X-RD-TLISTA:;X-RD-FLISTA:",aktivitetlista/arbetsplenum/2026-05-28,b046399c-dd45-4d76-989f-df32fe7fd755,HDC120260528vo,,,Safir,2025/26,15:20:00-2
"kammaren,frågestund,Frågestunder,kamm",Kammaren,RDHDC120260528fs,TRANSPARENT,20260528T140000,20260528T150000,20260312T140042,20260312T140042,Frågestund,"['', '\\nVid frågestunden svarar ministrarna i regeringen på frågor från riksdagsledamöterna direkt i kammaren.\\n\\n Frågor besvaras av: \\n\\nCivilminister Erik Slottner (KD)\\n\\nFinansminister Elisabeth Svantesson (M)\\n\\nSocialtjänstminister Camilla Waltersson Grönvall (M)\\n\\nKulturminister Parisa Liljestrand (M)\\n\\nCivilminister Erik Slottner (KD) besvarar såväl allmänpolitiska frågor som frågor inom sitt eget ansvarsområde.\\n\\nListan över ministrar som deltar är preliminär.\\n']",,;X-RD-TLISTA:;X-RD-FLISTA:,,07ae7ea4-c67a-47a9-a6fa-18111a46bfd7,HDC120260528fs,,,Safir,2025/26,14:00:00-1
"kammaren,arbetsplenum,Debatt och beslut,kamm",Kammaren,RDHDC120260528ap,TRANSPARENT,20260528T120000,20260528T130000,20260312T140042,20260312T140042,Debatt om förslag,"['', '\\n\\n2025/26:FöU15 Lagändringar för ett stärkt nationellt cybersäkerhetscenter\\n\\n2025/26:TU19 Lag om kollektivtrafikskydd\\n\\n2025/26:UU11 Organisationen för säkerhet och  samarbete i Europa (OSSE)\\n\\n2025/26:UU12 Europarådet\\n\\n2025/26:UbU19 Riksrevisionens rapport om utbildning på vetenskaplig grund – otillräckliga insatser för att stödja skolan med kunskap\\n\\n']",,"dok_id{HD01FöU15,HD01TU19,HD01UU11,HD01UU12,HD01UbU19};X-RD-TLISTA:;X-RD-FLISTA:",aktivitetlista/arbetsplenum/2026-05-28,704f2e73-eddb-420a-b5a6-5346ced4d3de,HDC120260528ap,,,Safir,2025/26,12:00:00-0
"kammaren,votering,Debatt och beslut,kamm",Kammaren,RDHDC120260527vo,TRANSPARENT,20260527T160000,20260527T170000,20260318T131508,20260318T131508,Beslut,"['', '\\n2025/26:FiU39 Åtgärder för att stärka kontanternas funktionssätt\\n\\n2025/26:FiU40 En starkare fondmarknad\\n\\n2025/26:FiU42 Leverantörskontroll vid offentlig upphandling\\n\\n2025/26:UU4 Nordiskt samarbete\\, inklusive Arktis\\n\\n2025/26:UU3 Resultatredovisning bistånd Ukraina\\n\\n2025/26:UbU27 Bättre förutsättningar för yrkesutbildning\\n\\n2025/26:UbU22 Bättre förutsättningar för trygghet och studiero i skolan\\n\\n2025/26:MJU22 Riksrevisionens rapport om internationella klimatinsatser\\n']",,"dok_id{HD01FiU39,HD01FiU40,HD01FiU42,HD01UU4,HD01UU3,HD01UbU27,HD01UbU22,HD01MJU22};X-RD-TLISTA:;X-RD-FLISTA:",aktivitetlista/arbetsplenum/2026-05-27,6868a31e-b025-45a6-bccb-8f629de75146,HDC120260527vo,,,Safir,2025/26,16:00:00-1
"kammaren,arbetsplenum,Debatt och beslut,kamm",Kammaren,RDHDC120260527ap,TRANSPARENT,20260527T090000,20260527T100000,20260318T131507,20260318T131507,Debatt om förslag,"['', '\\n\\n2025/26:FiU39 Åtgärder för att stärka kontanternas funktionssätt\\n\\n2025/26:FiU40 En starkare fondmarknad\\n\\n2025/26:FiU42 Leverantörskontroll vid offentlig upphandling\\n\\n2025/26:UU4 Nordiskt samarbete\\, inklusive Arktis\\n\\n2025/26:UU3 Resultatredovisning bistånd Ukraina\\n\\n2025/26:UbU27 Bättre förutsättningar för yrkesutbildning\\n\\n2025/26:UbU22 Bättre förutsättningar för trygghet och studiero i skolan\\n\\n2025/26:MJU22 Riksrevisionens rapport om internationella klimatinsatser\\n\\n']",,"dok_id{HD01FiU39,HD01FiU40,HD01FiU42,HD01UU4,HD01UU3,HD01UbU27,HD01UbU22,HD01MJU22};X-RD-TLISTA:;X-RD-FLISTA:",aktivitetlista/arbetsplenum/2026-05-27,83919a02-c5ef-4a97-ba53-0ff563f581af,HDC120260527ap,,,Safir,2025/26,09:00:00-0
"kammaren,votering,Debatt och beslut,kamm",Kammaren,RDHDC120260526vo,TRANSPARENT,20260526T153000,20260526T163000,20260318T133500,20260318T133500,Beslut,"['', '\\n2025/26:SfU31 Ett nytt regelverk för uppsikt och förvar\\n\\n2025/26:SfU32 Stärkt återvändandeverksamhet och utlänningskontroll\\n\\n2025/26:CU32 Lag om hyrköp av bostad\\n\\n2025/26:CU39 Förenklade regler vid ändring av en byggnad\\n\\n2025/26:CU44 Ändring av detaljplaner\\n\\n2025/26:JuU36 Utökade möjligheter att ingripa i säkerhetskänslig verksamhet\\n\\n2025/26:JuU40 Straffrättsliga åtgärder mot missbruk av offentlig ställning\\n\\n2025/26:JuU28 Polisens användning av AI för ansiktsigenkänning i realtid\\n\\n2025/26:JuU43 Stärkt lagstiftning mot hedersrelaterat våld och förtryck\\n\\n2025/26:SfU26 Bidragsspärr och sanktionsavgift i socialförsäkringen\\n\\n2025/26:SoU29 Aktivitetskrav för mottagare av försörjningsstöd\\n\\n2025/26:SoU30 Reformerat försörjningsstöd – bidragstak och ökade möjligheter till arbete\\n\\n2025/26:MJU25 Beredskapslager i livsmedelskedjan\\n\\n2025/26:MJU26 Föreskrifter om förbud mot användning och innehav av vissa läkemedel för djur\\n\\n2025/26:SkU28 Sänkt alkoholskatt för alkoholvaror från oberoende småproducenter\\n\\n2025/26:CU33 Förbud mot kusinäktenskap och äktenskap mellan andra nära släktingar\\n\\n2025/26:CU26 En ny konsumentkreditlag\\n\\n2025/26:CU36 Lag om avgift för områdessamverkan\\n\\n2025/26:CU41 Undantag från krav enligt art- och habitatdirektivet vid vattenkraftens omprövning\\n\\n2025/26:UbU21 Överlämnande av uppgifter mellan skolor i brottsförebyggande syfte\\n\\n2025/26:UbU29 Utökade registerkontroller inom skolväsendet\\n\\n2025/26:AU7 Genomförande av lönetransparensdirektivet\\n']",,"dok_id{HD01SfU31,HD01SfU32,HD01CU32,HD01CU39,HD01CU44,HD01JuU36,HD01JuU40,HD01JuU28,HD01JuU43,HD01SfU26,HD01SoU29,HD01SoU30,HD01MJU25,HD01MJU26,HD01SkU28,HD01CU33,HD01CU26,HD01CU36,HD01CU41,HD01UbU21,HD01UbU29,HD01AU7};X-RD-TLISTA:;X-RD-FLISTA:",aktivitetlista/arbetsplenum/2026-05-26,808042c2-988e-4af8-9bed-ee432372b892,HDC120260526vo,,,Safir,2025/26,15:30:00-1
"kammaren,arbetsplenum,Debatt och beslut,kamm",Kammaren,RDHDC120260526ap,TRANSPARENT,20260526T120000,20260526T130000,20260318T133500,20260318T133500,Debatt om förslag,"['', '\\n\\n2025/26:CU33 Förbud mot kusinäktenskap och äktenskap mellan andra nära släktingar\\n\\n2025/26:CU26 En ny konsumentkreditlag\\n\\n2025/26:CU36 Lag om avgift för områdessamverkan\\n\\n2025/26:CU41 Undantag från krav enligt art- och habitatdirektivet vid vattenkraftens omprövning\\n\\n2025/26:UbU21 Överlämnande av uppgifter mellan skolor i brottsförebyggande syfte\\n\\n2025/26:UbU29 Utökade registerkontroller inom skolväsendet\\n\\n2025/26:AU7 Genomförande av lönetransparensdirektivet\\n\\n']",,"dok_id{HD01CU33,HD01CU26,HD01CU36,HD01CU41,HD01UbU21,HD01UbU29,HD01AU7};X-RD-TLISTA:;X-RD-FLISTA:",aktivitetlista/arbetsplenum/2026-05-26,e2cb2d1b-e3ad-4517-87ae-aae671bc0be0,HDC120260526ap,,,Safir,2025/26,12:00:00-0
"kammaren,arbetsplenum,Debatt och beslut,kamm",Kammaren,RDHDC120260525ap,TRANSPARENT,20260525T100000,20260525T110000,20260318T133500,20260318T133500,Debatt om förslag,"['', '\\n\\n2025/26:JuU28 Polisens användning av AI för ansiktsigenkänning i realtid\\n\\n2025/26:JuU43 Stärkt lagstiftning mot hedersrelaterat våld och förtryck\\n\\n2025/26:SfU26 Bidragsspärr och sanktionsavgift i socialförsäkringen\\n\\n2025/26:SoU29 Aktivitetskrav för mottagare av försörjningsstöd\\n\\n2025/26:SoU30 Reformerat försörjningsstöd – bidragstak och ökade möjligheter till arbete\\n\\n2025/26:MJU25 Beredskapslager i livsmedelskedjan\\n\\n2025/26:MJU26 Föreskrifter om förbud mot användning och innehav av vissa läkemedel för djur\\n\\n2025/26:SkU28 Sänkt alkoholskatt för alkoholvaror från oberoende småproducenter\\n\\n']",,"dok_id{HD01JuU28,HD01JuU43,HD01SfU26,HD01SoU29,HD01SoU30,HD01MJU25,HD01MJU26,HD01SkU28};X-RD-TLISTA:;X-RD-FLISTA:",aktivitetlista/arbetsplenum/2026-05-25,51aeaf98-b0f8-4323-a6b3-dc5dbbfca18a,HDC120260525ap,,,Safir,2025/26,10:00:00-0
"kammaren,arbetsplenum,Debatt och beslut,kamm",Kammaren,RDHDC120260523ap,TRANSPARENT,20260523T100000,20260523T110000,20260318T133500,20260318T133500,Debatt om förslag,"['', '']",,;X-RD-TLISTA:;X-RD-FLISTA:,aktivitetlista/arbetsplenum/2026-05-23,2b59802a-6f45-4d1d-b3c5-d108c5edbcdf,HDC120260523ap,,,Safir,2025/26,10:00:00-0
"kammaren,arbetsplenum,Debatt och beslut,kamm",Kammaren,RDHDC120260522ap,TRANSPARENT,20260522T120000,20260522T130000,20260318T094718,20260318T094718,Debatt om förslag,"['Ingen starttid', '']",,;X-RD-TLISTA:;X-RD-FLISTA:,aktivitetlista/arbetsplenum/2026-05-22,60ae1965-3d21-49d5-84cf-58b25354981d,HDC120260522ap,,Ingen starttid,Safir,2025/26,12:00:00-1
"kammaren,interpellationsdebatt,Interpellationsdebatter,kamm",Kammaren,RDHDC120260522ip,TRANSPARENT,20260522T080000,20260522T090000,20260318T094718,20260318T094718,Interpellationsdebatter,"['', '\\n\\n2025/26:323 Den syriska regimens angrepp på kurdiska områden\\n\\n']",,dok_id{HD10323};X-RD-TLISTA:;X-RD-FLISTA:,aktivitetlista/interpellationsdebatt/2026-05-22,8fb6bddc-cb10-42d2-bb08-2f740bf06ae4,HDC120260522ip,,,Safir,2025/26,08:00:00-0
"kammaren,votering,Debatt och beslut,kamm",Kammaren,RDHDC120260521vo,TRANSPARENT,20260521T152000,20260521T162000,20260318T101446,20260318T101446,Beslut,"['', '\\n2025/26:UbU20 Offentlighetsprincipen med lättnadsregler för mindre enskilda huvudmän i skolväsendet\\n\\n2025/26:UbU28 Legitimation och behörighet i den tioåriga grundskolan\\n\\n2025/26:UU13 Interparlamentariska unionen (IPU)\\n\\n2025/26:MJU23 Förenkling i jaktlagstiftningen\\n\\n2025/26:MJU24 Ny prövningsmyndighet på miljöområdet\\n\\n2025/26:FiU37 En ny funktion för operativ krishantering i den finansiella sektorn\\n\\n2025/26:FiU43 Förbättrade förutsättningar för kommuner att motverka felaktiga utbetalningar från välfärdssystemen\\n\\n2025/26:SoU31 En nationell utredningsfunktion för att förebygga suicid\\n']",,"dok_id{HD01UbU20,HD01UbU28,HD01UU13,HD01MJU23,HD01MJU24,HD01FiU37,HD01FiU43,HD01SoU31};X-RD-TLISTA:;X-RD-FLISTA:",aktivitetlista/arbetsplenum/2026-05-21,44122b91-5bd9-4220-bd7f-f98e1749d154,HDC120260521vo,,,Safir,2025/26,15:20:00-2
"kammaren,frågestund,Frågestunder,kamm",Kammaren,RDHDC120260521fs,TRANSPARENT,20260521T140000,20260521T150000,20260318T101446,20260318T101446,Frågestund,"['', '\\nVid frågestunden svarar ministrarna i regeringen på frågor från riksdagsledamöterna direkt i kammaren.\\n\\n Frågor besvaras av: \\n\\nEU-minister Jessica Rosencrantz (M)\\n\\nÄldre- och socialförsäkringsminister Anna Tenje (M)\\n\\nMinister för civilt försvar Carl-Oskar Bohlin (M)\\n\\nJämställdhetsminister Nina Larsson (L)\\n\\nEU-minister Jessica Rosencrantz (M) besvarar såväl allmänpolitiska frågor som frågor inom sitt eget ansvarsområde.\\n\\nListan över ministrar som deltar är preliminär.\\n']",,;X-RD-TLISTA:;X-RD-FLISTA:,,8b8df827-fd41-4ecc-bd70-cd20bfaa8a49,HDC120260521fs,,,Safir,2025/26,14:00:00-1
"kammaren,arbetsplenum,Debatt och beslut,kamm",Kammaren,RDHDC120260521ap,TRANSPARENT,20260521T120000,20260521T130000,20260318T101446,20260318T101446,Debatt om förslag,"['', '\\n\\n2025/26:UbU20 Offentlighetsprincipen med lättnadsregler för mindre enskilda huvudmän i skolväsendet\\n\\n2025/26:UbU28 Legitimation och behörighet i den tioåriga grundskolan\\n\\n2025/26:UU13 Interparlamentariska unionen (IPU)\\n\\n2025/26:MJU23 Förenkling i jaktlagstiftningen\\n\\n2025/26:MJU24 Ny prövningsmyndighet på miljöområdet\\n\\n2025/26:FiU37 En ny funktion för operativ krishantering i den finansiella sektorn\\n\\n2025/26:FiU43 Förbättrade förutsättningar för kommuner att motverka felaktiga utbetalningar från välfärdssystemen\\n\\n2025/26:SoU31 En nationell utredningsfunktion för att förebygga suicid\\n\\n']",,"dok_id{HD01UbU20,HD01UbU28,HD01UU13,HD01MJU23,HD01MJU24,HD01FiU37,HD01FiU43,HD01SoU31};X-RD-TLISTA:;X-RD-FLISTA:",aktivitetlista/arbetsplenum/2026-05-21,0224031b-a135-498d-b2bb-66acb10f7f64,HDC120260521ap,,,Safir,2025/26,12:00:00-0
"kammaren,votering,Debatt och beslut,kamm",Kammaren,RDHDC120260520vo,TRANSPARENT,20260520T160000,20260520T170000,20260318T132834,20260318T132834,Beslut,"['', '\\n2025/26:JuU39 En särskild straffbestämmelse för psykiskt våld\\n\\n2025/26:JuU32 Stärkt säkerhet vid allmänna sammankomster och offentliga tillställningar\\n\\n2025/26:SfU21 Kvalificering till socialförsäkringen\\n\\n2025/26:SfU27 Nya regler om ansökningsförfarandet för vissa uppehålls- och arbetstillstånd\\n\\n2025/26:SfU24 Ett mer träffsäkert och korrekt bostadsbidrag\\n\\n2025/26:FiU31 Riksrevisionens rapport om statens fastighetsförvaltning\\n\\n2025/26:SkU25 Sänkt mervärdesskatt på tillträde till danstillställningar\\n\\n2025/26:SkU26 Ett undantag i kupongskattelagen för utländska stater\\n\\n2025/26:SkU27 Författningsändringar med anledning av övertagande av uppgift inom eurovinjettsamarbetet\\n\\n2025/26:TU17 Åtgärder mot manipulation och missbruk av färdskrivare\\n\\n2025/26:SfU30 Utmönstring av permanent uppehållstillstånd och vissa anpassningar av svensk rätt till EU:s migrations- och asylpakt\\n\\n2025/26:FiU38 Nya regler för att främja central clearing av OTC-derivat i EU\\n\\n2025/26:KU34 En grundlagsskyddad aborträtt samt utökade möjligheter att begränsa föreningsfriheten och rätten till medborgarskap\\n\\n2025/26:KU35 Bättre förutsättningar för digitala kommunala sammanträden och förbättrad kontroll och uppföljning av privata utförare i kommuner och regioner\\n\\n2025/26:SoU36 Bättre förutsättningar att sända ut statlig personal\\n\\n2025/26:NU21 Hela Sverige ska fungera – politik för starkare landsbygder\\n\\n2025/26:CU30 Nytt mål för effektiv energianvändning och genomförande av det omarbetade direktivet om byggnaders energiprestanda\\n\\n2025/26:CU31 En mer flexibel hyresmarknad\\n\\n2025/26:CU34 Ändamålsenliga utmätningsregler och utökad distansutmätning\\n\\n2025/26:CU35 Nya regler om aktier på MTF-plattformar\\n\\n2025/26:JuU34 Nordisk verkställighet i brottmål\\n']",,"dok_id{HD01JuU39,HD01JuU32,HD01SfU21,HD01SfU27,HD01SfU24,HD01FiU31,HD01SkU25,HD01SkU26,HD01SkU27,HD01TU17,HD01SfU30,HD01FiU38,HD01KU34,HD01KU35,HD01SoU36,HD01NU21,HD01CU30,HD01CU31,HD01CU34,HD01CU35,HD01JuU34};X-RD-TLISTA:;X-RD-FLISTA:",aktivitetlista/arbetsplenum/2026-05-20,2a5669e2-6771-4da6-b2ea-3b257b789189,HDC120260520vo,,,Safir,2025/26,16:00:00-1
"kammaren,arbetsplenum,Debatt och beslut,kamm",Kammaren,RDHDC120260520ap,TRANSPARENT,20260520T090000,20260520T100000,20260318T132834,20260318T132834,Debatt om förslag,"['', '\\n\\n2025/26:SfU30 Utmönstring av permanent uppehållstillstånd och vissa anpassningar av svensk rätt till EU:s migrations- och asylpakt\\n\\n2025/26:FiU38 Nya regler för att främja central clearing av OTC-derivat i EU\\n\\n2025/26:KU34 En grundlagsskyddad aborträtt samt utökade möjligheter att begränsa föreningsfriheten och rätten till medborgarskap\\n\\n2025/26:KU35 Bättre förutsättningar för digitala kommunala sammanträden och förbättrad kontroll och uppföljning av privata utförare i kommuner och regioner\\n\\n2025/26:SoU36 Bättre förutsättningar att sända ut statlig personal\\n\\n2025/26:NU21 Hela Sverige ska fungera – politik för starkare landsbygder\\n\\n2025/26:CU30 Nytt mål för effektiv energianvändning och genomförande av det omarbetade direktivet om byggnaders energiprestanda\\n\\n2025/26:CU31 En mer flexibel hyresmarknad\\n\\n2025/26:CU34 Ändamålsenliga utmätningsregler och utökad distansutmätning\\n\\n2025/26:CU35 Nya regler om aktier på MTF-plattformar\\n\\n2025/26:JuU34 Nordisk verkställighet i brottmål\\n\\n']",,"dok_id{HD01SfU30,HD01FiU38,HD01KU34,HD01KU35,HD01SoU36,HD01NU21,HD01CU30,HD01CU31,HD01CU34,HD01CU35,HD01JuU34};X-RD-TLISTA:;X-RD-FLISTA:",aktivitetlista/arbetsplenum/2026-05-20,97a02378-6b91-48b5-a61a-80bb359464a1,HDC120260520ap,,,Safir,2025/26,09:00:00-0
"kammaren,interpellationsdebatt,Interpellationsdebatter,kamm",Kammaren,RDHDC120260519ip,TRANSPARENT,20260519T130000,20260519T140000,20260318T132832,20260318T132832,Interpellationsdebatter,"['', '']",,;X-RD-TLISTA:;X-RD-FLISTA:,aktivitetlista/interpellationsdebatt/2026-05-19,0fbc4802-fc7e-48a8-9419-f03a29dd8730,HDC120260519ip,,,Safir,2025/26,13:00:00-0
"kammaren,arbetsplenum,Debatt och beslut,kamm",Kammaren,RDHDC120260518ap,TRANSPARENT,20260518T100000,20260518T110000,20260318T124101,20260318T124101,Debatt om förslag,"['', '\\n\\n2025/26:JuU39 En särskild straffbestämmelse för psykiskt våld\\n\\n2025/26:JuU32 Stärkt säkerhet vid allmänna sammankomster och offentliga tillställningar\\n\\n2025/26:SfU21 Kvalificering till socialförsäkringen\\n\\n2025/26:SfU27 Nya regler om ansökningsförfarandet för vissa uppehålls- och arbetstillstånd\\n\\n2025/26:SfU24 Ett mer träffsäkert och korrekt bostadsbidrag\\n\\n2025/26:FiU31 Riksrevisionens rapport om statens fastighetsförvaltning\\n\\n2025/26:SkU25 Sänkt mervärdesskatt på tillträde till danstillställningar\\n\\n2025/26:SkU26 Ett undantag i kupongskattelagen för utländska stater\\n\\n2025/26:SkU27 Författningsändringar med anledning av övertagande av uppgift inom eurovinjettsamarbetet\\n\\n2025/26:TU17 Åtgärder mot manipulation och missbruk av färdskrivare\\n\\n']",,"dok_id{HD01JuU39,HD01JuU32,HD01SfU21,HD01SfU27,HD01SfU24,HD01FiU31,HD01SkU25,HD01SkU26,HD01SkU27,HD01TU17};X-RD-TLISTA:;X-RD-FLISTA:",aktivitetlista/arbetsplenum/2026-05-18,7a5c9649-45cd-4561-bd5d-af1479411f05,HDC120260518ap,,,Safir,2025/26,10:00:00-0
"kammaren,arbetsplenum,Debatt och beslut,kamm",Kammaren,RDHDC120260509ap,TRANSPARENT,20260509T100000,20260509T110000,20260318T124101,20260318T124101,Debatt om förslag,"['', '']",,;X-RD-TLISTA:;X-RD-FLISTA:,aktivitetlista/arbetsplenum/2026-05-09,55b57f4f-9547-4695-bad2-f1aa5d234145,HDC120260509ap,,,Safir,2025/26,10:00:00-0
"kammaren,interpellationsdebatt,Interpellationsdebatter,kamm",Kammaren,RDHDC120260508ip,TRANSPARENT,20260508T090000,20260508T100000,20251105T155441,20251105T155441,Interpellationsdebatter,"['', '']",,;X-RD-TLISTA:;X-RD-FLISTA:,aktivitetlista/interpellationsdebatt/2026-05-08,13a71517-e08b-493c-8502-b379d9d02a27,HDC120260508ip,,,Safir,2025/26,09:00:00-0
"kammaren,votering,Debatt och beslut,kamm",Kammaren,RDHDC120260507vo,TRANSPARENT,20260507T152000,20260507T162000,20260318T110305,20260318T110305,Beslut,"['', '\\n2025/26:SoU33 Slopat matkrav för serveringstillstånd\\n\\n2025/26:SoU25 Stärkta insatser för äldre och för de som vårdar eller stöder närstående\\n\\n2025/26:SoU27 En lag om socialdataregister\\n\\n2025/26:FiU44 Europeisk gemensam åtkomstpunkt för finansiell och hållbarhetsrelaterad information\\n\\n2025/26:JuU46 Redogörelse för verksamheten inom den gemensamma parlamentariska kontrollgruppen för Europol och riksdagsdelegationens arbete under 2025\\n\\n2025/26:CU24 Effektiv och säker byggprocess\\n']",,"dok_id{HD01SoU33,HD01SoU25,HD01SoU27,HD01FiU44,HD01JuU46,HD01CU24};X-RD-TLISTA:;X-RD-FLISTA:",aktivitetlista/arbetsplenum/2026-05-07,0984d65d-5f83-4b3d-9fe6-b19fbf50710e,HDC120260507vo,,,Safir,2025/26,15:20:00-2
"kammaren,frågestund,Frågestunder,kamm",Kammaren,RDHDC120260507fs,TRANSPARENT,20260507T140000,20260507T150000,20260318T110305,20260318T110305,Frågestund,"['', '\\nVid frågestunden svarar ministrarna i regeringen på frågor från riksdagsledamöterna direkt i kammaren.\\n\\n Frågor besvaras av: \\n\\nSjukvårdsminister Elisabet Lann (KD)\\n\\nJustitieminister Gunnar Strömmer (M)\\n\\nFinansmarknadsminister Niklas Wykman (M)\\n\\nInfrastruktur- och bostadsminister Andreas Carlson (KD)\\n\\nSjukvårdsminister Elisabet Lann (KD) besvarar såväl allmänpolitiska frågor som frågor inom sitt eget ansvarsområde.\\n\\nListan över ministrar som deltar är preliminär.\\n']",,;X-RD-TLISTA:;X-RD-FLISTA:,,18fbb99e-93fb-4e49-a302-eda644afe758,HDC120260507fs,,,Safir,2025/26,14:00:00-1
"kammaren,arbetsplenum,Debatt och beslut,kamm",Kammaren,RDHDC120260507ap,TRANSPARENT,20260507T120000,20260507T130000,20260318T110305,20260318T110305,Debatt om förslag,"['', '\\n\\n2025/26:SoU33 Slopat matkrav för serveringstillstånd\\n\\n2025/26:SoU25 Stärkta insatser för äldre och för de som vårdar eller stöder närstående\\n\\n2025/26:SoU27 En lag om socialdataregister\\n\\n2025/26:FiU44 Europeisk gemensam åtkomstpunkt för finansiell och hållbarhetsrelaterad information\\n\\n2025/26:JuU46 Redogörelse för verksamheten inom den gemensamma parlamentariska kontrollgruppen för Europol och riksdagsdelegationens arbete under 2025\\n\\n2025/26:CU24 Effektiv och säker byggprocess\\n\\n']",,"dok_id{HD01SoU33,HD01SoU25,HD01SoU27,HD01FiU44,HD01JuU46,HD01CU24};X-RD-TLISTA:;X-RD-FLISTA:",aktivitetlista/arbetsplenum/2026-05-07,6e972a57-7812-4bee-820c-0f471f519e7d,HDC120260507ap,,,Safir,2025/26,12:00:00-0
